id,name,category,anatomic_region,modifier,color
LEFT_ADRENAL_GLAND,Left adrenal gland,C_BODY_STRUCTURE,T_ADRENAL_STRUCTURE,M_LEFT,"199,27,27"
RIGHT_ADRENAL_GLAND,Right adrenal gland,C_BODY_STRUCTURE,T_ADRENAL_STRUCTURE,M_RIGHT,"199,27,27"
AORTA,Aorta,C_BODY_STRUCTURE,T_AORTIC_STRUCTURE,,"224,97,76"
LEFT_AUTOCHTHONOUS_BACK_MUSCLE,Left autochthonous back muscle,C_TISSUE_STRUCTURE,T_MUSCLE_BACK_AUTOCHTHONOUS_STRUCTURE,M_LEFT,"192,104,88"
RIGHT_AUTOCHTHONOUS_BACK_MUSCLE,Right autochthonous back muscle,C_TISSUE_STRUCTURE,T_MUSCLE_BACK_AUTOCHTHONOUS_STRUCTURE,M_RIGHT,"192,104,88"
BRAIN,Brain,C_BODY_STRUCTURE,T_BRAIN_STRUCTURE,,"250,250,225"
LEFT_CLAVICLE,Left clavicle,C_BODY_STRUCTURE,T_BONE_CLAVICLE_STRUCTURE,M_LEFT,"241,188,38"
RIGHT_CLAVICLE,Right clavicle,C_BODY_STRUCTURE,T_BONE_CLAVICLE_STRUCTURE,M_RIGHT,"241,188,38"
COLON,Colon,C_BODY_STRUCTURE,T_COLON_STRUCTURE,,"204,168,143"
DUODENUM,Duodenum,C_BODY_STRUCTURE,T_DUODENAL_STRUCTURE,,"255,253,229"
ESOPHAGUS,Esophagus,C_BODY_STRUCTURE,T_ESOPHAGEAL_STRUCTURE,,"211,171,143"
FACE,Face,C_BODY_STRUCTURE,T_FACE_STRUCTURE,,"140,139,139"
LEFT_FEMUR,Left femur,C_BODY_STRUCTURE,T_BONE_FEMUR_STRUCTURE,M_LEFT,"130,222,207"
RIGHT_FEMUR,Right femur,C_BODY_STRUCTURE,T_BONE_FEMUR_STRUCTURE,M_RIGHT,"130,222,207"
GALLBLADDER,Gallbladder,C_BODY_STRUCTURE,T_GALLBLADDER_STRUCTURE,,"139,150,98"
LEFT_GLUTEUS_MAXIMUS,Left gluteus maximus,C_TISSUE_STRUCTURE,T_MUSCLE_GLUTEUS_MAXIMUS_STRUCTURE,M_LEFT,"192,104,88"
RIGHT_GLUTEUS_MAXIMUS,Right gluteus maximus,C_TISSUE_STRUCTURE,T_MUSCLE_GLUTEUS_MAXIMUS_STRUCTURE,M_RIGHT,"192,104,88"
LEFT_GLUTEUS_MEDIUS,Left gluteus medius,C_TISSUE_STRUCTURE,T_MUSCLE_GLUTEUS_MEDIUS_STRUCTURE,M_LEFT,"192,104,88"
RIGHT_GLUTEUS_MEDIUS,Right gluteus medius,C_TISSUE_STRUCTURE,T_MUSCLE_GLUTEUS_MEDIUS_STRUCTURE,M_RIGHT,"192,104,88"
LEFT_GLUTEUS_MINIMUS,Left gluteus minimus,C_TISSUE_STRUCTURE,T_MUSCLE_GLUTEUS_MINIMUS_STRUCTURE,M_LEFT,"192,104,88"
RIGHT_GLUTEUS_MINIMUS,Right gluteus minimus,C_TISSUE_STRUCTURE,T_MUSCLE_GLUTEUS_MINIMUS_STRUCTURE,M_RIGHT,"192,104,88"
LEFT_ATRIUM,Left atrium,C_BODY_STRUCTURE,T_ATRIAL_STRUCTURE,M_LEFT,"193,156,49"
RIGHT_ATRIUM,Right atrium,C_BODY_STRUCTURE,T_ATRIAL_STRUCTURE,M_RIGHT,"193,156,49"
MYOCARDIUM,Myocardium,C_TISSUE_STRUCTURE,T_MUSCLE_MYOCARDIUM_STRUCTURE,,"192,104,88"
LEFT_VENTRICLE,Left ventricle,C_BODY_STRUCTURE,T_CARDIAC_VENTRICULAR_LEFT_STRUCTURE,,"152,55,13"
RIGHT_VENTRICLE,Right ventricle,C_BODY_STRUCTURE,T_CARDIAC_VENTRICULAR_RIGHT_STRUCTURE,,"181,85,57"
LEFT_HIP,Left hip,C_TISSUE_STRUCTURE,T_BONE_HIP_STRUCTURE,,"241,214,145"
RIGHT_HIP,Right hip,C_TISSUE_STRUCTURE,T_BONE_HIP_STRUCTURE,,"241,214,145"
LEFT_HUMERUS,Left humerus,C_BODY_STRUCTURE,T_BONE_HUMERUS_STRUCTURE,M_LEFT,"95,229,185"
RIGHT_HUMERUS,Right humerus,C_BODY_STRUCTURE,T_BONE_HUMERUS_STRUCTURE,M_RIGHT,"95,229,185"
LEFT_ILIAC_ARTERY,Left iliac artery,C_BODY_STRUCTURE,T_ILIAC_ARTERY_COMMON_STRUCTURE,M_LEFT,"217,162,48"
RIGHT_ILIAC_ARTERY,Right iliac artery,C_BODY_STRUCTURE,T_ILIAC_ARTERY_COMMON_STRUCTURE,M_RIGHT,"217,162,48"
LEFT_ILIAC_VEIN,Left iliac vein,C_BODY_STRUCTURE,T_ILIAC_VEIN_COMMON_STRUCTURE,M_LEFT,"197,174,37"
RIGHT_ILIAC_VEIN,Right iliac vein,C_BODY_STRUCTURE,T_ILIAC_VEIN_COMMON_STRUCTURE,M_RIGHT,"197,174,37"
LEFT_ILIOPSOAS,Left iliopsoas,C_TISSUE_STRUCTURE,T_MUSCLE_ILIOPSOAS_STRUCTURE,M_LEFT,"192,104,88"
RIGHT_ILIOPSOAS,Right iliopsoas,C_TISSUE_STRUCTURE,T_MUSCLE_ILIOPSOAS_STRUCTURE,M_RIGHT,"192,104,88"
INFERIOR_VENA_CAVA,Inferior vena cava,C_BODY_STRUCTURE,T_INFERIOR_VENA_CAVA_STRUCTURE,,"110,165,54"
SUPERIOR_VENA_CAVA,Superior vena cava,C_BODY_STRUCTURE,T_SUPERIOR_VENA_CAVA_STRUCTURE,,"56,135,219"
LEFT_KIDNEY,Left kidney,C_BODY_STRUCTURE,T_KIDNEY_STRUCTURE,M_LEFT,"212,126,151"
RIGHT_KIDNEY,Right kidney,C_BODY_STRUCTURE,T_KIDNEY_STRUCTURE,M_RIGHT,"212,126,151"
KIDNEY,Kidney,C_BODY_STRUCTURE,T_KIDNEY_STRUCTURE,,"212,126,151"
LIVER,Liver,C_BODY_STRUCTURE,T_LIVER_STRUCTURE,,"221,130,101"
LEFT_LUNG,Left lung,C_BODY_STRUCTURE,T_LUNG,M_LEFT,"195,156,89"
RIGHT_LUNG,Right lung,C_BODY_STRUCTURE,T_LUNG,M_RIGHT,"81,166,79"
LEFT_LOWER_LUNG_LOBE,Left lower lung lobe,C_BODY_STRUCTURE,T_LUNG_LOBE_LOWER_STRUCTURE,M_LEFT,"242,150,232"
RIGHT_LOWER_LUNG_LOBE,Right lower lung lobe,C_BODY_STRUCTURE,T_LUNG_LOBE_LOWER_STRUCTURE,M_RIGHT,"117,212,208"
RIGHT_MIDDLE_LUNG_LOBE,Right middle lung lobe,C_BODY_STRUCTURE,T_LUNG_LOBE_MIDDLE_RIGHT_STRUCTURE,,"202,164,140"
LEFT_UPPER_LUNG_LOBE,Left upper lung lobe,C_BODY_STRUCTURE,T_LUNG_LOBE_UPPER_STRUCTURE,M_LEFT,"112,162,95"
RIGHT_UPPER_LUNG_LOBE,Right upper lung lobe,C_BODY_STRUCTURE,T_LUNG_LOBE_UPPER_STRUCTURE,M_RIGHT,"173,69,44"
PANCREAS,Pancreas,C_BODY_STRUCTURE,T_PANCREATIC_STRUCTURE,,"249,180,111"
PORTAL_AND_SPLENIC_VEIN,Portal and splenic vein,C_TISSUE_STRUCTURE,T_VENOUS_STRUCTURE,,"0,151,206"
PULMONARY_ARTERY,Pulmonary artery,C_BODY_STRUCTURE,T_ARTERY_PULMONARY_STRUCTURE,,"0,122,171"
LEFT_RIB_10,Left rib 10,C_TISSUE_STRUCTURE,T_BONE_RIB_10_STRUCTURE,M_LEFT,"241,214,145"
LEFT_RIB_11,Left rib 11,C_TISSUE_STRUCTURE,T_BONE_RIB_11_STRUCTURE,M_LEFT,"241,214,145"
LEFT_RIB_12,Left rib 12,C_TISSUE_STRUCTURE,T_BONE_RIB_12_STRUCTURE,M_LEFT,"241,214,145"
LEFT_RIB_1,Left rib 1,C_TISSUE_STRUCTURE,T_BONE_RIB_1_STRUCTURE,M_LEFT,"241,214,145"
LEFT_RIB_2,Left rib 2,C_TISSUE_STRUCTURE,T_BONE_RIB_2_STRUCTURE,M_LEFT,"241,214,145"
LEFT_RIB_3,Left rib 3,C_TISSUE_STRUCTURE,T_BONE_RIB_3_STRUCTURE,M_LEFT,"241,214,145"
LEFT_RIB_4,Left rib 4,C_TISSUE_STRUCTURE,T_BONE_RIB_4_STRUCTURE,M_LEFT,"241,214,145"
LEFT_RIB_5,Left rib 5,C_TISSUE_STRUCTURE,T_BONE_RIB_5_STRUCTURE,M_LEFT,"241,214,145"
LEFT_RIB_6,Left rib 6,C_TISSUE_STRUCTURE,T_BONE_RIB_6_STRUCTURE,M_LEFT,"241,214,145"
LEFT_RIB_7,Left rib 7,C_TISSUE_STRUCTURE,T_BONE_RIB_7_STRUCTURE,M_LEFT,"241,214,145"
LEFT_RIB_8,Left rib 8,C_TISSUE_STRUCTURE,T_BONE_RIB_8_STRUCTURE,M_LEFT,"241,214,145"
LEFT_RIB_9,Left rib 9,C_TISSUE_STRUCTURE,T_BONE_RIB_9_STRUCTURE,M_LEFT,"241,214,145"
RIGHT_RIB_10,Right rib 10,C_TISSUE_STRUCTURE,T_BONE_RIB_10_STRUCTURE,M_RIGHT,"241,214,145"
RIGHT_RIB_11,Right rib 11,C_TISSUE_STRUCTURE,T_BONE_RIB_11_STRUCTURE,M_RIGHT,"241,214,145"
RIGHT_RIB_12,Right rib 12,C_TISSUE_STRUCTURE,T_BONE_RIB_12_STRUCTURE,M_RIGHT,"241,214,145"
RIGHT_RIB_1,Right rib 1,C_TISSUE_STRUCTURE,T_BONE_RIB_1_STRUCTURE,M_RIGHT,"241,214,145"
RIGHT_RIB_2,Right rib 2,C_TISSUE_STRUCTURE,T_BONE_RIB_2_STRUCTURE,M_RIGHT,"241,214,145"
RIGHT_RIB_3,Right rib 3,C_TISSUE_STRUCTURE,T_BONE_RIB_3_STRUCTURE,M_RIGHT,"241,214,145"
RIGHT_RIB_4,Right rib 4,C_TISSUE_STRUCTURE,T_BONE_RIB_4_STRUCTURE,M_RIGHT,"241,214,145"
RIGHT_RIB_5,Right rib 5,C_TISSUE_STRUCTURE,T_BONE_RIB_5_STRUCTURE,M_RIGHT,"241,214,145"
RIGHT_RIB_6,Right rib 6,C_TISSUE_STRUCTURE,T_BONE_RIB_6_STRUCTURE,M_RIGHT,"241,214,145"
RIGHT_RIB_7,Right rib 7,C_TISSUE_STRUCTURE,T_BONE_RIB_7_STRUCTURE,M_RIGHT,"241,214,145"
RIGHT_RIB_8,Right rib 8,C_TISSUE_STRUCTURE,T_BONE_RIB_8_STRUCTURE,M_RIGHT,"241,214,145"
RIGHT_RIB_9,Right rib 9,C_TISSUE_STRUCTURE,T_BONE_RIB_9_STRUCTURE,M_RIGHT,"241,214,145"
SACRUM,Sacrum,C_BODY_STRUCTURE,T_BONE_SACRUM_STRUCTURE,,"163,140,140"
LEFT_SCAPULA,Left scapula,C_BODY_STRUCTURE,T_BONE_SCAPULA_STRUCTURE,M_LEFT,"199,204,131"
RIGHT_SCAPULA,Right scapula,C_BODY_STRUCTURE,T_BONE_SCAPULA_STRUCTURE,M_RIGHT,"199,204,131"
SMALL_INTESTINE,Small intestine,C_BODY_STRUCTURE,T_INTESTINE_SMALL_STRUCTURE,,"205,167,142"
SPLEEN,Spleen,C_BODY_STRUCTURE,T_SPLENIC_STRUCTURE,,"157,108,162"
STOMACH,Stomach,C_BODY_STRUCTURE,T_STOMACH_STRUCTURE,,"216,132,105"
TRACHEA,Trachea,C_BODY_STRUCTURE,T_TRACHEAL_STRUCTURE,,"182,228,255"
URINARY_BLADDER,Urinary bladder,C_BODY_STRUCTURE,T_BLADDER_STRUCTURE,,"222,154,132"
VERTEBRAE_C1,Vertebrae C1,C_TISSUE_STRUCTURE,T_BONE_VERTEBRAE_C1_STRUCTURE,,"241,214,145"
VERTEBRAE_C2,Vertebrae C2,C_TISSUE_STRUCTURE,T_BONE_VERTEBRAE_C2_STRUCTURE,,"241,214,145"
VERTEBRAE_C3,Vertebrae C3,C_TISSUE_STRUCTURE,T_BONE_VERTEBRAE_C3_STRUCTURE,,"241,214,145"
VERTEBRAE_C4,Vertebrae C4,C_TISSUE_STRUCTURE,T_BONE_VERTEBRAE_C4_STRUCTURE,,"241,214,145"
VERTEBRAE_C5,Vertebrae C5,C_TISSUE_STRUCTURE,T_BONE_VERTEBRAE_C5_STRUCTURE,,"241,214,145"
VERTEBRAE_C6,Vertebrae C6,C_TISSUE_STRUCTURE,T_BONE_VERTEBRAE_C6_STRUCTURE,,"241,214,145"
VERTEBRAE_C7,Vertebrae C7,C_TISSUE_STRUCTURE,T_BONE_VERTEBRAE_C7_STRUCTURE,,"241,214,145"
VERTEBRAE_L1,Vertebrae L1,C_TISSUE_STRUCTURE,T_BONE_VERTEBRAE_L1_STRUCTURE,,"241,214,145"
VERTEBRAE_L2,Vertebrae L2,C_TISSUE_STRUCTURE,T_BONE_VERTEBRAE_L2_STRUCTURE,,"241,214,145"
VERTEBRAE_L3,Vertebrae L3,C_TISSUE_STRUCTURE,T_BONE_VERTEBRAE_L3_STRUCTURE,,"241,214,145"
VERTEBRAE_L4,Vertebrae L4,C_TISSUE_STRUCTURE,T_BONE_VERTEBRAE_L4_STRUCTURE,,"241,214,145"
VERTEBRAE_L5,Vertebrae L5,C_TISSUE_STRUCTURE,T_BONE_VERTEBRAE_L5_STRUCTURE,,"241,214,145"
VERTEBRAE_T10,Vertebrae T10,C_TISSUE_STRUCTURE,T_BONE_VERTEBRAE_T10_STRUCTURE,,"241,214,145"
VERTEBRAE_T11,Vertebrae T11,C_TISSUE_STRUCTURE,T_BONE_VERTEBRAE_T11_STRUCTURE,,"241,214,145"
VERTEBRAE_T12,Vertebrae T12,C_TISSUE_STRUCTURE,T_BONE_VERTEBRAE_T12_STRUCTURE,,"241,214,145"
VERTEBRAE_T1,Vertebrae T1,C_TISSUE_STRUCTURE,T_BONE_VERTEBRAE_T1_STRUCTURE,,"241,214,145"
VERTEBRAE_T2,Vertebrae T2,C_TISSUE_STRUCTURE,T_BONE_VERTEBRAE_T2_STRUCTURE,,"241,214,145"
VERTEBRAE_T3,Vertebrae T3,C_TISSUE_STRUCTURE,T_BONE_VERTEBRAE_T3_STRUCTURE,,"241,214,145"
VERTEBRAE_T4,Vertebrae T4,C_TISSUE_STRUCTURE,T_BONE_VERTEBRAE_T4_STRUCTURE,,"241,214,145"
VERTEBRAE_T5,Vertebrae T5,C_TISSUE_STRUCTURE,T_BONE_VERTEBRAE_T5_STRUCTURE,,"241,214,145"
VERTEBRAE_T6,Vertebrae T6,C_TISSUE_STRUCTURE,T_BONE_VERTEBRAE_T6_STRUCTURE,,"241,214,145"
VERTEBRAE_T7,Vertebrae T7,C_TISSUE_STRUCTURE,T_BONE_VERTEBRAE_T7_STRUCTURE,,"241,214,145"
VERTEBRAE_T8,Vertebrae T8,C_TISSUE_STRUCTURE,T_BONE_VERTEBRAE_T8_STRUCTURE,,"241,214,145"
VERTEBRAE_T9,Vertebrae T9,C_TISSUE_STRUCTURE,T_BONE_VERTEBRAE_T9_STRUCTURE,,"241,214,145"
VERTEBRAE_DISK_C2C3,Vertebrae Disk C2/C3,C_BODY_STRUCTURE,T_DISK_VERTEBRAE_C2C3_STRUCTURE,,"191, 169, 113"
VERTEBRAE_DISK_C3C4,Vertebrae Disk C3/C4,C_BODY_STRUCTURE,T_DISK_VERTEBRAE_C3C4_STRUCTURE,,"191, 169, 113"
VERTEBRAE_DISK_C4C5,Vertebrae Disk C4/C5,C_BODY_STRUCTURE,T_DISK_VERTEBRAE_C4C5_STRUCTURE,,"191, 169, 113"
VERTEBRAE_DISK_C5C6,Vertebrae Disk C5/C6,C_BODY_STRUCTURE,T_DISK_VERTEBRAE_C5C6_STRUCTURE,,"191, 169, 113"
VERTEBRAE_DISK_C6C7,Vertebrae Disk C6/C7,C_BODY_STRUCTURE,T_DISK_VERTEBRAE_C6C7_STRUCTURE,,"191, 169, 113"
VERTEBRAE_DISK_C7T1,Vertebrae Disk C7/T1,C_BODY_STRUCTURE,T_DISK_VERTEBRAE_C7T1_STRUCTURE,,"191, 169, 113"
VERTEBRAE_DISK_T1T2,Vertebrae Disk T1/T2,C_BODY_STRUCTURE,T_DISK_VERTEBRAE_T1T2_STRUCTURE,,"191, 169, 113"
VERTEBRAE_DISK_T2T3,Vertebrae Disk T2/T3,C_BODY_STRUCTURE,T_DISK_VERTEBRAE_T2T3_STRUCTURE,,"191, 169, 113"
VERTEBRAE_DISK_T3T4,Vertebrae Disk T3/T4,C_BODY_STRUCTURE,T_DISK_VERTEBRAE_T3T4_STRUCTURE,,"191, 169, 113"
VERTEBRAE_DISK_T4T5,Vertebrae Disk T4/T5,C_BODY_STRUCTURE,T_DISK_VERTEBRAE_T4T5_STRUCTURE,,"191, 169, 113"
VERTEBRAE_DISK_T5T6,Vertebrae Disk T5/T6,C_BODY_STRUCTURE,T_DISK_VERTEBRAE_T5T6_STRUCTURE,,"191, 169, 113"
VERTEBRAE_DISK_T6T7,Vertebrae Disk T6/T7,C_BODY_STRUCTURE,T_DISK_VERTEBRAE_T6T7_STRUCTURE,,"191, 169, 113"
VERTEBRAE_DISK_T7T8,Vertebrae Disk T7/T8,C_BODY_STRUCTURE,T_DISK_VERTEBRAE_T7T8_STRUCTURE,,"191, 169, 113"
VERTEBRAE_DISK_T8T9,Vertebrae Disk T8/T9,C_BODY_STRUCTURE,T_DISK_VERTEBRAE_T8T9_STRUCTURE,,"191, 169, 113"
VERTEBRAE_DISK_T9T10,Vertebrae Disk T9/T10,C_BODY_STRUCTURE,T_DISK_VERTEBRAE_T9T10_STRUCTURE,,"191, 169, 113"
VERTEBRAE_DISK_T10T11,Vertebrae Disk T10/T11,C_BODY_STRUCTURE,T_DISK_VERTEBRAE_T10T11_STRUCTURE,,"191, 169, 113"
VERTEBRAE_DISK_T11T12,Vertebrae Disk T11/T12,C_BODY_STRUCTURE,T_DISK_VERTEBRAE_T11T12_STRUCTURE,,"191, 169, 113"
VERTEBRAE_DISK_T12L1,Vertebrae Disk T12/L1,C_BODY_STRUCTURE,T_DISK_VERTEBRAE_T12L1_STRUCTURE,,"191, 169, 113"
VERTEBRAE_DISK_L1L2,Vertebrae Disk L1/L2,C_BODY_STRUCTURE,T_DISK_VERTEBRAE_L1L2_STRUCTURE,,"191, 169, 113"
VERTEBRAE_DISK_L2L3,Vertebrae Disk L2/L3,C_BODY_STRUCTURE,T_DISK_VERTEBRAE_L2L3_STRUCTURE,,"191, 169, 113"
VERTEBRAE_DISK_L3L4,Vertebrae Disk L3/L4,C_BODY_STRUCTURE,T_DISK_VERTEBRAE_L3L4_STRUCTURE,,"191, 169, 113"
VERTEBRAE_DISK_L4L5,Vertebrae Disk L4/L5,C_BODY_STRUCTURE,T_DISK_VERTEBRAE_L4L5_STRUCTURE,,"191, 169, 113"
VERTEBRAE_DISK_L5S1,Vertebrae Disk L5/S1,C_BODY_STRUCTURE,T_DISK_VERTEBRAE_L5S1_STRUCTURE,,"191, 169, 113"
CORONARY_ARTERY_RIGHT,Right Coronary Artery,C_BODY_STRUCTURE,T_ARTERY_CORONARY_RIGHT_STRUCTURE,,"172,74,74"
CORONARY_ARTERY_LEFT,Left Coronary Artery,C_BODY_STRUCTURE,T_ARTERY_CORONARY_LEFT_STRUCTURE,,"172,74,74"
CORONARY_ARTERY_CFLX,Circumflex Branch of the Coronary Artery,C_BODY_STRUCTURE,T_ARTERY_CORONARY_CFLX_LEFT_STRUCTURE,,"233,123,123"
CORONARY_ARTERY_LAD,Left Anterior Descending Coronary Artery,C_BODY_STRUCTURE,T_ARTERY_CORONARY_AD_LEFT_STRUCTURE,,"180,49,49"
CORONARY_ARTERY,Coronary Artery,C_BODY_STRUCTURE,T_ARTERY_CORONARY_STRUCTURE,,"172,74,74"
HEART,Heart,C_BODY_STRUCTURE,T_HEART_STRUCTURE,,"206,110,84"
NEOPLASM_MALIGNANT_PRIMARY,Primary malignant neoplasm,C_MORPHOLOGICALLY_ABNORMAL_STRUCTURE,T_NEOPLASM_MALIGNANT_PRIMARY_MABNORMALITY,,"255,0,0"
AORTIC_VALVE,Aortic valve,C_BODY_STRUCTURE,T_VALVE_AORTIC_STRUCTURE,,"218,123,97"
MITRAL_VALVE,Mitral valve,C_BODY_STRUCTURE,T_VALVE_MITRAL_STRUCTURE,,"159,63,27"
PULMONARY_VALVE,Pulmonary valve,C_BODY_STRUCTURE,T_VALVE_PULMONARY_STRUCTURE,,"225,130,104"
TRICUSPID_VALVE,Tricuspid valve,C_BODY_STRUCTURE,T_VALVE_TRICUSPID_STRUCTURE,,"166,70,38"
SINOTRIAL_NODE,Sinoatrial conduction node,C_BODY_STRUCTURE,T_NODE_SINOATRIAL_STRUCTURE,,"255,255,255"
ATRIOVENTRICULAR_NODE,Atrioventricular conduction node,C_BODY_STRUCTURE,T_NODE_ATRIOVENTRICULAR_STRUCTURE,,"255,255,255"
PROSTATE,Prostate,C_BODY_STRUCTURE,T_PROSTATIC_STRUCTURE,,"230,158,140"
PROSTATE_PERIPHERAL_ZONE,Peripheral zone of prostate,C_BODY_STRUCTURE,T_PROSTATIC_PZ_STRUCTURE,,"230,149,140"
PROSTATE_TRANSITION_ZONE,Transition zone of prostate,C_BODY_STRUCTURE,T_PROSTATIC_TZ_STRUCTURE,,"230,194,140"
CYST,Cyst,C_MORPHOLOGICALLY_ABNORMAL_STRUCTURE,T_CYST_MABNORMALITY,,"150,87,42"
SPINAL_CANAL,Spinal canal,C_BODY_STRUCTURE,T_SPINAL_CANAL_STRUCTURE,,"204,99,61"
PATHOLOGIC_CALCIFICATION,Pathologic calcification,C_MORPHOLOGICALLY_ABNORMAL_STRUCTURE,T_PATHOLOGIC_CALCIFICATION_MABNORMALITY,,"255,255,255"
PANCREATIC_DUCT,Pancreatic duct,C_BODY_STRUCTURE,T_PANCREATIC_DUCT_STRUCTURE,,"173,61,29"
BILE_DUCT,Bile duct,C_BODY_STRUCTURE,T_BILE_DUCT_STRUCTURE,,"217,36,36"
RENAL_VEIN,Renal vein,C_BODY_STRUCTURE,T_RENAL_VEIN_STRUCTURE,,"222,22,22"
ARTERY,Artery (unspecific),C_BODY_STRUCTURE,T_ARTERIAL_STRUCTURE,,"171,27,30"
VEIN,Vein (unspecific),C_BODY_STRUCTURE,T_VENOUS_STRUCTURE,,"27,9,99"